season,team,wins,losses,g,ppg,opp_ppg,fg_pct,tp_pct,ft_pct,rpg,apg,tov_pg,tp_attempts_pg,pace,srs
2017,Indiana Pacers,42.0,40.0,82,105.1,105.3,46.5,37.6,81.0,42.0,22.5,13.8,23.0,95.9,-0.64
2017,Charlotte Hornets,36.0,46.0,82,104.9,104.7,44.2,35.099999999999994,81.5,43.6,23.1,11.5,28.6,95.7,-0.07
2017,Los Angeles Lakers,26.0,56.0,82,104.6,111.5,45.0,34.599999999999994,75.4,43.5,20.9,15.2,25.7,98.5,-6.29
2017,New Orleans Pelicans,34.0,48.0,82,104.3,106.4,45.0,35.0,75.0,43.7,22.8,12.9,26.8,98.0,-1.69
2017,New York Knicks,31.0,51.0,82,104.3,108.0,44.7,34.8,78.8,45.2,21.8,13.9,24.7,96.0,-3.87
2017,Milwaukee Bucks,42.0,40.0,82,103.6,103.8,47.4,37.0,76.8,40.4,24.2,14.0,23.7,94.5,-0.45
2017,Atlanta Hawks,43.0,39.0,82,103.2,104.0,45.1,34.1,72.8,44.3,23.6,15.8,26.1,97.4,-1.23
2017,Miami Heat,41.0,41.0,82,103.2,102.1,45.5,36.5,70.6,43.6,21.2,13.4,27.0,95.2,0.77
2017,Chicago Bulls,41.0,41.0,82,102.9,102.4,44.4,34.0,79.80000000000001,46.3,22.6,13.6,22.3,95.3,0.03
2017,Sacramento Kings,32.0,50.0,82,102.8,106.7,46.1,37.6,77.5,41.1,22.5,14.6,23.9,94.9,-3.29
2017,Philadelphia 76ers,28.0,54.0,82,102.4,108.1,44.2,34.0,77.10000000000001,42.8,23.8,16.7,29.8,98.5,-5.83
2017,Detroit Pistons,37.0,45.0,82,101.3,102.5,44.9,33.0,71.89999999999999,45.7,21.1,11.9,23.4,95.0,-1.29
2017,Orlando Magic,29.0,53.0,82,101.1,107.6,44.0,32.800000000000004,74.7,43.2,22.2,13.3,26.1,96.8,-6.61
2017,Utah Jazz,51.0,31.0,82,100.7,96.8,46.6,37.2,74.7,43.2,20.1,13.6,26.0,91.6,4.0
2017,Memphis Grizzlies,43.0,39.0,82,100.5,100.0,43.5,35.4,78.4,42.8,21.3,12.9,26.5,92.3,0.96
2017,Dallas Mavericks,33.0,49.0,82,97.9,100.8,44.0,35.5,80.10000000000001,38.6,20.8,11.9,30.2,92.2,-2.53
2018,Golden State Warriors,58.0,24.0,82,113.5,107.5,50.3,39.1,81.5,43.5,29.3,15.4,28.9,99.6,5.79
2018,Houston Rockets,65.0,17.0,82,112.4,103.9,46.0,36.199999999999996,78.10000000000001,43.5,21.5,13.8,42.3,97.6,8.21
2018,New Orleans Pelicans,48.0,34.0,82,111.7,110.4,48.3,36.199999999999996,77.2,44.3,26.8,14.9,28.2,100.5,1.48
2018,Toronto Raptors,59.0,23.0,82,111.7,103.9,47.199999999999996,35.8,79.4,44.0,24.3,13.4,33.0,97.4,7.29
2018,Cleveland Cavaliers,50.0,32.0,82,110.9,109.9,47.599999999999994,37.2,77.9,42.1,23.4,13.7,32.1,98.0,0.59
2018,Denver Nuggets,46.0,36.0,82,110.0,108.5,47.0,37.1,76.7,44.5,25.1,15.0,30.9,96.8,1.57
2018,Philadelphia 76ers,52.0,30.0,82,109.8,105.3,47.199999999999996,36.9,75.2,47.4,27.1,16.5,29.8,99.8,4.3
2018,Minnesota Timberwolves,47.0,35.0,82,109.5,107.3,47.599999999999994,35.699999999999996,80.4,42.0,22.7,12.5,22.5,96.0,2.35
2018,Los Angeles Clippers,42.0,40.0,82,109.0,109.0,47.099999999999994,35.4,74.3,43.9,22.3,14.7,26.8,98.7,0.15
2018,Charlotte Hornets,36.0,46.0,82,108.2,108.0,45.0,36.9,74.7,45.5,21.6,12.7,27.2,98.4,0.07
2018,Los Angeles Lakers,35.0,47.0,82,108.1,109.6,46.1,34.5,71.39999999999999,46.4,23.8,15.8,29.1,100.3,-1.44
2018,Oklahoma City Thunder,48.0,34.0,82,107.9,104.4,45.300000000000004,35.4,71.6,45.1,21.3,14.0,30.4,96.7,3.42
2018,Washington Wizards,43.0,39.0,82,106.6,106.0,46.7,37.5,77.2,43.1,25.2,14.6,26.5,96.6,0.53
2018,Brooklyn Nets,28.0,54.0,82,106.6,110.3,44.1,35.6,77.2,44.4,23.7,15.2,35.7,98.9,-3.67
2018,Milwaukee Bucks,44.0,38.0,82,106.5,106.8,47.8,35.5,78.3,39.8,23.2,13.8,24.7,96.3,-0.45
2018,Indiana Pacers,48.0,34.0,82,105.6,104.2,47.199999999999996,36.9,77.9,42.3,22.2,13.3,24.5,96.0,1.18
2018,Portland Trail Blazers,49.0,33.0,82,105.6,103.0,45.2,36.6,80.0,45.5,19.5,13.5,28.1,96.5,2.6
2018,New York Knicks,29.0,53.0,82,104.5,108.0,46.400000000000006,35.199999999999996,78.7,44.0,23.3,14.7,23.3,96.8,-3.53
2018,Utah Jazz,48.0,34.0,82,104.1,99.8,46.2,36.6,77.9,43.3,22.4,14.7,29.6,95.7,4.47
2018,Boston Celtics,55.0,27.0,82,104.0,100.4,45.0,37.7,77.10000000000001,44.5,22.5,14.0,30.4,96.0,3.23
2018,Phoenix Suns,21.0,61.0,82,103.9,113.3,44.2,33.4,74.1,44.1,21.3,15.7,27.9,100.3,-8.8
2018,Detroit Pistons,39.0,43.0,82,103.8,103.9,45.0,37.3,74.5,43.7,22.8,13.4,28.9,96.2,-0.26
2018,Miami Heat,44.0,38.0,82,103.4,102.9,45.5,36.0,75.5,43.5,22.7,14.4,30.6,95.6,0.15
2018,Orlando Magic,25.0,57.0,82,103.4,108.2,45.2,35.099999999999994,75.7,41.6,23.4,14.5,29.3,98.1,-4.92
2018,Atlanta Hawks,24.0,58.0,82,103.4,108.8,44.6,36.0,78.5,41.9,23.7,15.5,31.0,98.3,-5.3
2018,Chicago Bulls,27.0,55.0,82,102.9,110.0,43.5,35.5,75.9,44.7,23.5,14.0,31.1,98.3,-6.84
2018,San Antonio Spurs,47.0,35.0,82,102.7,99.8,45.7,35.199999999999996,77.2,44.2,22.8,13.1,24.1,95.0,2.89
2018,Dallas Mavericks,24.0,58.0,82,102.3,105.4,44.4,36.0,76.3,41.3,22.7,12.3,32.8,95.6,-2.7
2018,Memphis Grizzlies,22.0,60.0,82,99.3,105.5,44.4,35.199999999999996,78.60000000000001,40.5,21.5,15.0,26.2,94.9,-5.81
2018,Sacramento Kings,27.0,55.0,82,98.8,105.8,45.0,37.5,73.5,40.9,21.6,13.7,24.0,94.9,-6.6
2019,Milwaukee Bucks,60.0,22.0,82,118.1,109.3,47.599999999999994,35.3,77.3,49.7,26.0,13.9,38.2,103.3,8.04
2019,Golden State Warriors,57.0,25.0,82,117.7,111.2,49.1,38.5,80.10000000000001,46.2,29.4,14.3,34.4,100.9,6.42
2019,New Orleans Pelicans,33.0,49.0,82,115.4,116.8,47.3,34.4,76.1,47.3,27.0,14.8,29.9,103.3,-1.1
2019,Philadelphia 76ers,51.0,31.0,82,115.2,112.5,47.099999999999994,35.9,77.10000000000001,47.8,26.9,14.9,30.2,101.6,2.25
2019,Los Angeles Clippers,48.0,34.0,82,115.1,114.3,47.099999999999994,38.800000000000004,79.2,45.5,24.0,14.5,25.8,101.7,1.09
2019,Portland Trail Blazers,53.0,29.0,82,114.7,110.5,46.7,35.9,81.39999999999999,48.0,23.0,13.8,30.7,99.1,4.43
2019,Oklahoma City Thunder,49.0,33.0,82,114.5,111.1,45.4,34.8,71.3,48.1,23.4,14.0,32.6,102.8,3.56
2019,Toronto Raptors,58.0,24.0,82,114.4,108.4,47.4,36.6,80.4,45.2,25.4,14.0,33.8,100.2,5.49
2019,Sacramento Kings,39.0,43.0,82,114.2,115.3,46.400000000000006,37.8,72.6,45.4,25.4,13.4,29.9,103.1,-0.81
2019,Washington Wizards,32.0,50.0,82,114.0,116.9,46.800000000000004,34.1,76.8,42.4,26.3,14.1,33.3,101.4,-3.3
2019,Houston Rockets,53.0,29.0,82,113.9,109.1,44.9,35.6,79.10000000000001,42.1,21.2,13.3,45.4,97.9,4.96
2019,Atlanta Hawks,29.0,53.0,82,113.3,119.4,45.1,35.199999999999996,75.2,46.1,25.8,17.0,37.0,103.9,-6.06
2019,Minnesota Timberwolves,36.0,46.0,82,112.5,114.0,45.6,35.099999999999994,78.7,44.8,24.6,13.1,28.7,100.2,-1.02
2019,Boston Celtics,49.0,33.0,82,112.4,108.0,46.5,36.5,80.2,44.5,26.3,12.8,34.5,99.6,3.9
2019,Brooklyn Nets,42.0,40.0,82,112.2,112.3,44.9,35.3,74.5,46.6,23.8,15.1,36.2,100.8,-0.4
2019,Los Angeles Lakers,37.0,45.0,82,111.8,113.5,47.0,33.300000000000004,69.89999999999999,46.6,25.6,15.7,31.0,103.2,-1.33
2019,San Antonio Spurs,48.0,34.0,82,111.7,110.0,47.8,39.2,81.89999999999999,44.7,24.5,12.1,25.3,98.3,1.8
2019,Utah Jazz,50.0,32.0,82,111.7,106.5,46.800000000000004,35.6,73.6,46.4,26.0,15.1,34.0,100.3,5.28
2019,Denver Nuggets,54.0,28.0,82,110.7,106.7,46.6,35.099999999999994,75.5,46.4,27.4,13.4,31.4,97.7,4.19
2019,Charlotte Hornets,39.0,43.0,82,110.7,111.8,44.800000000000004,35.099999999999994,79.7,43.8,23.2,12.2,33.9,98.7,-1.32
2019,Dallas Mavericks,33.0,49.0,82,108.9,110.1,44.7,34.0,74.2,45.3,23.4,14.2,36.6,99.0,-0.87
2019,Indiana Pacers,48.0,34.0,82,108.0,104.7,47.5,37.4,75.2,43.0,26.0,13.7,25.4,98.1,2.76
2019,Phoenix Suns,19.0,63.0,82,107.5,116.8,45.9,32.9,77.9,40.4,23.9,15.6,29.3,100.5,-8.61
2019,Orlando Magic,42.0,40.0,82,107.3,106.6,45.4,35.6,78.2,45.4,25.5,13.2,32.1,98.1,0.28
2019,Detroit Pistons,41.0,41.0,82,107.0,107.3,44.0,34.8,74.7,45.0,22.5,13.8,34.8,97.4,-0.56
2019,Miami Heat,39.0,43.0,82,105.7,105.9,45.0,34.9,69.5,46.3,24.3,14.7,32.4,98.2,-0.45
2019,Chicago Bulls,22.0,60.0,82,104.9,113.4,45.300000000000004,35.099999999999994,78.3,42.9,21.9,14.1,25.9,99.0,-8.32
2019,New York Knicks,17.0,65.0,82,104.6,113.8,43.3,34.0,75.9,44.7,20.1,14.0,29.5,99.6,-8.93
2019,Cleveland Cavaliers,19.0,63.0,82,104.5,114.1,44.4,35.5,79.2,42.7,20.7,13.5,29.1,96.6,-9.39
2019,Memphis Grizzlies,33.0,49.0,82,103.5,106.1,45.0,34.2,77.2,41.8,23.9,14.0,28.9,96.6,-2.08
2020,Milwaukee Bucks,56.0,17.0,73,118.7,108.6,47.599999999999994,35.5,74.2,51.7,25.9,15.1,38.9,105.1,9.41
2020,Houston Rockets,44.0,28.0,72,117.8,114.8,45.1,34.5,79.10000000000001,44.3,21.6,14.7,45.3,103.7,3.13
2020,Dallas Mavericks,43.0,32.0,75,117.0,112.1,46.1,36.7,77.9,46.9,24.7,12.7,41.3,99.3,4.87
2020,Los Angeles Clippers,49.0,23.0,72,116.3,109.9,46.6,37.1,79.10000000000001,47.7,23.7,14.6,33.5,101.5,6.66
2020,New Orleans Pelicans,30.0,42.0,72,115.8,117.1,46.5,37.0,72.89999999999999,46.5,26.8,16.4,36.9,103.7,-0.55
2020,Portland Trail Blazers,35.0,39.0,74,115.0,116.1,46.300000000000004,37.7,80.4,45.3,20.6,12.8,34.1,100.7,-0.61
2020,Washington Wizards,25.0,47.0,72,114.4,119.1,45.7,36.8,78.8,42.0,25.0,14.2,32.6,102.7,-5.24
2020,San Antonio Spurs,32.0,39.0,71,114.1,115.2,47.199999999999996,37.6,81.0,44.6,24.7,12.6,28.5,100.5,-0.65
2020,Boston Celtics,48.0,24.0,72,113.7,107.3,46.1,36.4,80.10000000000001,46.1,23.0,13.8,34.5,99.5,5.83
2020,Phoenix Suns,34.0,39.0,73,113.6,113.4,46.800000000000004,35.8,83.39999999999999,43.5,27.2,14.8,31.8,101.3,0.56
2020,Los Angeles Lakers,52.0,19.0,71,113.4,107.6,48.0,34.9,72.89999999999999,45.7,25.4,15.2,31.6,100.9,6.28
2020,Minnesota Timberwolves,19.0,45.0,64,113.3,117.5,44.1,33.6,75.3,44.8,23.8,15.3,39.7,103.4,-4.02
2020,Toronto Raptors,53.0,19.0,72,112.8,106.5,45.800000000000004,37.4,79.60000000000001,45.4,25.2,14.8,37.0,100.9,5.97
2020,Memphis Grizzlies,34.0,39.0,73,112.6,113.7,46.800000000000004,34.699999999999996,76.3,46.5,26.9,15.2,31.5,102.8,-0.91
2020,Miami Heat,44.0,29.0,73,112.0,109.1,46.800000000000004,37.9,78.3,44.4,25.9,14.9,35.4,98.3,2.59
2020,Atlanta Hawks,20.0,47.0,67,111.8,119.7,44.9,33.300000000000004,79.0,43.3,24.0,16.2,36.1,103.0,-7.71
2020,Brooklyn Nets,35.0,37.0,72,111.8,112.3,44.800000000000004,34.300000000000004,74.5,47.9,24.5,15.3,38.1,101.4,-1.01
2020,Denver Nuggets,46.0,27.0,73,111.3,109.2,47.3,35.9,77.7,44.1,26.7,13.8,30.6,97.1,2.35
2020,Utah Jazz,44.0,28.0,72,111.3,108.8,47.099999999999994,38.0,77.9,44.9,22.4,15.1,35.2,98.6,2.52
2020,Philadelphia 76ers,43.0,30.0,73,110.7,108.4,46.800000000000004,36.8,75.5,45.4,25.8,14.2,31.6,99.0,2.25
2020,Oklahoma City Thunder,44.0,28.0,72,110.4,108.4,46.800000000000004,35.5,79.60000000000001,42.9,21.7,13.7,30.2,98.8,2.33
2020,Sacramento Kings,31.0,41.0,72,110.1,112.1,46.2,36.4,77.0,42.6,23.8,14.5,34.9,98.9,-1.59
2020,Indiana Pacers,45.0,28.0,73,109.4,107.5,47.599999999999994,36.3,78.7,42.8,25.9,13.2,28.0,98.9,1.63
2020,Orlando Magic,33.0,40.0,73,107.3,108.3,44.4,34.300000000000004,77.4,44.5,23.9,12.8,32.2,98.6,-0.93
2020,Detroit Pistons,20.0,46.0,66,107.2,110.8,45.9,36.7,74.3,41.7,24.1,15.3,32.7,97.6,-4.38
2020,Cleveland Cavaliers,19.0,46.0,65,106.9,114.8,45.800000000000004,35.099999999999994,75.8,44.2,23.1,16.5,31.8,98.7,-7.77
2020,Chicago Bulls,22.0,43.0,65,106.8,109.9,44.7,34.8,75.5,41.9,23.2,15.5,35.1,99.7,-4.0
2020,Golden State Warriors,15.0,50.0,65,106.3,115.0,43.8,33.4,80.30000000000001,42.8,25.6,14.9,31.3,100.3,-8.12
2020,New York Knicks,21.0,45.0,66,105.8,112.3,44.7,33.7,69.39999999999999,46.5,22.1,14.3,28.4,98.6,-6.72
2020,Charlotte Hornets,23.0,42.0,65,102.9,109.6,43.4,35.199999999999996,74.8,42.8,23.8,14.6,34.3,95.8,-7.03
2021,Milwaukee Bucks,46.0,26.0,72,120.1,114.2,48.699999999999996,38.9,76.0,48.1,25.5,13.8,37.1,102.2,5.57
2021,Brooklyn Nets,48.0,24.0,72,118.6,114.1,49.4,39.2,80.4,44.4,26.8,13.5,36.1,99.5,4.24
2021,Washington Wizards,34.0,38.0,72,116.6,118.5,47.5,35.099999999999994,76.9,45.2,25.5,14.4,29.0,104.1,-1.85
2021,Utah Jazz,52.0,20.0,72,116.4,107.2,46.800000000000004,38.9,79.9,48.3,23.7,14.2,43.0,98.5,8.97
2021,Portland Trail Blazers,42.0,30.0,72,116.1,114.3,45.300000000000004,38.5,82.3,44.5,21.3,11.1,40.8,98.4,1.81
2021,Phoenix Suns,51.0,21.0,72,115.3,109.5,49.0,37.8,83.39999999999999,42.9,26.9,12.5,34.6,97.2,5.67
2021,Indiana Pacers,34.0,38.0,72,115.3,115.3,47.4,36.4,79.2,42.7,27.4,13.5,34.0,101.6,-0.13
2021,Denver Nuggets,47.0,25.0,72,115.1,110.1,48.5,37.7,80.30000000000001,44.4,26.8,13.5,34.2,97.1,4.82
2021,New Orleans Pelicans,31.0,41.0,72,114.6,114.9,47.699999999999996,34.8,72.89999999999999,47.4,26.0,14.6,30.4,100.1,-0.2
2021,Los Angeles Clippers,47.0,25.0,72,114.0,107.8,48.199999999999996,41.099999999999994,83.89999999999999,44.2,24.4,13.2,34.7,96.9,6.02
2021,Atlanta Hawks,41.0,31.0,72,113.7,111.4,46.800000000000004,37.3,81.2,45.6,24.1,13.2,33.4,97.6,2.14
2021,Sacramento Kings,31.0,41.0,72,113.7,117.4,48.1,36.4,74.5,41.4,25.5,13.4,33.3,100.0,-3.45
2021,Golden State Warriors,39.0,33.0,72,113.7,112.7,46.800000000000004,37.6,78.5,43.0,27.7,15.0,38.7,102.2,1.1
2021,Philadelphia 76ers,49.0,23.0,72,113.6,108.1,47.599999999999994,37.4,76.7,45.1,23.7,14.4,30.1,99.5,5.28
2021,Memphis Grizzlies,38.0,34.0,72,113.3,112.3,46.7,35.6,77.10000000000001,46.5,26.9,13.3,31.4,100.4,1.07
2021,Boston Celtics,36.0,36.0,72,112.6,111.2,46.6,37.4,77.5,44.3,23.5,14.1,36.4,98.3,1.32
2021,Dallas Mavericks,42.0,30.0,72,112.4,110.2,47.0,36.199999999999996,77.8,43.3,22.9,12.1,38.1,97.3,2.26
2021,Minnesota Timberwolves,23.0,49.0,72,112.1,117.7,44.800000000000004,34.9,76.1,43.5,25.6,14.3,37.6,101.6,-5.25
2021,Toronto Raptors,27.0,45.0,72,111.3,111.7,44.800000000000004,36.8,81.5,41.6,24.1,13.2,39.3,99.2,-0.54
2021,San Antonio Spurs,33.0,39.0,72,111.1,112.8,46.2,35.0,79.2,43.9,24.4,11.4,28.4,98.9,-1.58
2021,Chicago Bulls,31.0,41.0,72,110.7,111.6,47.599999999999994,37.0,79.10000000000001,45.0,26.8,15.1,34.0,99.0,-0.94
2021,Los Angeles Lakers,42.0,30.0,72,109.5,106.8,47.199999999999996,35.4,73.9,44.2,24.7,15.2,31.2,98.7,2.77
2021,Charlotte Hornets,33.0,39.0,72,109.5,111.4,45.5,36.9,76.1,43.8,26.8,14.8,37.0,98.3,-1.94
2021,Houston Rockets,17.0,55.0,72,108.8,116.7,44.4,33.900000000000006,74.0,42.6,23.6,14.7,40.6,101.4,-7.5
2021,Miami Heat,40.0,32.0,72,108.1,108.0,46.800000000000004,35.8,79.0,41.5,26.3,14.1,36.2,96.6,-0.06
2021,New York Knicks,41.0,31.0,72,107.0,104.7,45.6,39.2,78.4,45.1,21.4,12.9,30.0,95.9,2.13
2021,Detroit Pistons,20.0,52.0,72,106.6,111.1,45.2,35.099999999999994,75.9,42.7,24.2,14.9,32.9,97.9,-4.38
2021,Oklahoma City Thunder,22.0,50.0,72,105.0,115.6,44.1,33.900000000000006,72.5,45.6,22.1,16.1,35.1,101.0,-10.13
2021,Orlando Magic,21.0,51.0,72,104.0,113.3,42.9,34.300000000000004,77.5,45.4,21.8,12.8,31.8,98.7,-9.02
2021,Cleveland Cavaliers,22.0,50.0,72,103.8,112.3,45.0,33.6,74.3,42.8,23.8,15.5,29.7,97.3,-8.19
2022,Minnesota Timberwolves,46.0,36.0,82,115.9,113.3,45.7,35.8,77.8,44.2,25.7,14.3,41.3,100.9,2.53
2022,Memphis Grizzlies,56.0,26.0,82,115.6,109.9,46.1,35.3,73.4,49.2,26.0,13.2,32.7,100.3,5.37
2022,Milwaukee Bucks,51.0,31.0,82,115.5,112.1,46.800000000000004,36.6,77.60000000000001,46.7,23.9,13.4,38.4,99.9,3.22
2022,Charlotte Hornets,43.0,39.0,82,115.3,114.9,46.800000000000004,36.5,74.0,44.6,28.1,13.3,38.2,100.0,0.53
2022,Phoenix Suns,64.0,18.0,82,114.8,107.3,48.5,36.4,79.7,45.3,27.4,12.9,31.9,99.8,6.94
2022,Atlanta Hawks,43.0,39.0,82,113.9,112.4,47.0,37.4,81.2,44.0,24.6,11.9,34.4,97.7,1.55
2022,Utah Jazz,49.0,33.0,82,113.6,107.6,47.099999999999994,36.0,76.7,46.3,22.4,14.0,40.3,97.1,5.67
2022,San Antonio Spurs,34.0,48.0,82,113.2,113.0,46.7,35.199999999999996,75.4,45.3,27.9,12.7,32.0,100.0,0.02
2022,Brooklyn Nets,44.0,38.0,82,112.9,112.1,47.5,36.1,80.5,44.4,25.3,14.1,31.7,99.0,0.82
2022,Denver Nuggets,48.0,34.0,82,112.7,110.4,48.3,35.3,79.5,44.1,27.8,14.5,35.9,97.8,2.16
2022,Los Angeles Lakers,33.0,49.0,82,112.1,115.1,46.9,34.699999999999996,73.2,44.0,24.0,14.5,34.5,100.1,-3.08
2022,Boston Celtics,51.0,31.0,82,111.8,104.5,46.6,35.6,81.6,46.1,24.8,13.6,37.1,96.6,7.02
2022,Chicago Bulls,46.0,36.0,82,111.6,112.0,48.0,36.9,81.3,42.3,23.9,12.8,28.8,98.3,-0.38
2022,Indiana Pacers,25.0,57.0,82,111.5,114.9,46.300000000000004,34.4,76.8,43.9,25.4,14.4,35.4,98.0,-3.26
2022,Golden State Warriors,53.0,29.0,82,111.0,105.5,46.9,36.4,76.9,45.5,27.1,14.9,39.4,98.4,5.52
2022,Sacramento Kings,30.0,52.0,82,110.3,115.8,46.0,34.4,76.8,42.9,23.7,14.1,33.2,99.8,-5.26
2022,Miami Heat,53.0,29.0,82,110.0,105.6,46.7,37.9,80.80000000000001,43.7,25.5,14.6,35.8,95.9,4.23
2022,Philadelphia 76ers,51.0,31.0,82,109.9,107.3,46.6,36.4,82.1,42.3,23.7,12.5,31.8,96.2,2.57
2022,Houston Rockets,20.0,62.0,82,109.7,118.2,45.6,34.9,71.3,42.0,23.6,16.5,38.7,100.9,-8.26
2022,Toronto Raptors,48.0,34.0,82,109.4,107.1,44.5,34.9,75.9,45.3,22.1,12.5,34.2,96.0,2.38
2022,New Orleans Pelicans,36.0,46.0,82,109.3,110.3,45.7,33.2,78.9,45.2,25.0,14.1,32.1,97.2,-0.84
2022,Washington Wizards,35.0,47.0,82,108.6,112.0,47.199999999999996,34.2,78.3,43.1,25.0,13.1,30.6,97.0,-3.23
2022,Los Angeles Clippers,42.0,40.0,82,108.4,108.4,45.800000000000004,37.4,79.3,44.0,24.0,13.7,34.2,98.0,0.09
2022,Dallas Mavericks,52.0,30.0,82,108.0,104.7,46.1,35.0,77.10000000000001,43.0,23.4,12.5,37.4,95.4,3.12
2022,Cleveland Cavaliers,44.0,38.0,82,107.8,105.7,46.9,35.5,76.0,44.2,25.2,14.4,32.8,96.1,2.04
2022,New York Knicks,37.0,45.0,82,106.5,106.6,43.7,35.699999999999996,74.4,46.1,21.9,13.3,36.9,95.9,-0.01
2022,Portland Trail Blazers,27.0,55.0,82,106.2,115.1,44.2,34.599999999999994,76.0,42.9,22.9,14.5,36.8,98.3,-8.55
2022,Detroit Pistons,23.0,59.0,82,104.8,112.5,43.1,32.6,78.2,43.0,23.5,14.2,34.6,98.4,-7.36
2022,Orlando Magic,22.0,60.0,82,104.2,112.2,43.4,33.1,78.7,44.3,23.7,14.5,36.9,99.2,-7.67
2022,Oklahoma City Thunder,24.0,58.0,82,103.7,111.8,43.0,32.300000000000004,75.6,45.6,22.2,14.0,37.4,98.6,-7.9
2023,Sacramento Kings,48.0,34.0,82,120.7,118.1,49.4,36.9,79.0,42.5,27.3,13.5,37.3,100.3,2.3
2023,Golden State Warriors,44.0,38.0,82,118.9,117.1,47.9,38.5,79.4,44.6,29.8,16.3,43.2,101.6,1.66
2023,Atlanta Hawks,41.0,41.0,82,118.4,118.1,48.3,35.199999999999996,81.8,44.4,25.0,12.9,30.5,100.7,0.32
2023,Boston Celtics,57.0,25.0,82,117.9,111.4,47.5,37.7,81.2,45.3,26.7,13.4,42.6,98.5,6.38
2023,Oklahoma City Thunder,40.0,42.0,82,117.5,116.4,46.5,35.6,80.9,43.6,24.4,13.0,34.1,101.1,0.96
2023,Los Angeles Lakers,43.0,39.0,82,117.2,116.6,48.199999999999996,34.599999999999994,77.5,45.7,25.3,14.1,31.2,101.3,0.43
2023,Utah Jazz,37.0,45.0,82,117.1,118.0,47.3,35.3,78.60000000000001,45.9,26.0,15.4,37.8,100.5,-1.03
2023,Memphis Grizzlies,51.0,31.0,82,116.9,113.0,47.5,35.099999999999994,73.3,46.6,26.0,13.6,34.2,101.1,3.6
2023,Milwaukee Bucks,58.0,24.0,82,116.9,113.3,47.3,36.8,74.3,48.6,25.8,14.6,40.3,100.5,3.61
2023,Indiana Pacers,35.0,47.0,82,116.3,119.5,46.9,36.7,79.0,41.5,27.0,14.9,37.0,101.1,-2.91
2023,New York Knicks,47.0,35.0,82,116.0,113.1,47.0,35.4,76.1,46.6,22.9,13.0,35.7,97.1,2.99
2023,Denver Nuggets,53.0,29.0,82,115.8,112.5,50.4,37.9,75.1,43.0,28.9,14.5,31.2,98.1,3.04
2023,Minnesota Timberwolves,42.0,40.0,82,115.8,115.8,49.0,36.5,75.5,41.9,26.2,15.3,33.3,101.0,-0.22
2023,Philadelphia 76ers,54.0,28.0,82,115.2,110.9,48.699999999999996,38.7,83.5,40.9,25.2,13.7,32.6,96.9,4.37
2023,New Orleans Pelicans,42.0,40.0,82,114.4,112.5,48.0,36.4,79.3,43.7,25.9,14.6,30.1,99.1,1.63
2023,Dallas Mavericks,38.0,44.0,82,114.2,114.1,47.5,37.1,75.5,38.8,22.9,12.2,41.0,96.6,-0.14
2023,Phoenix Suns,45.0,37.0,82,113.6,111.6,46.7,37.4,79.3,44.2,27.3,13.5,32.6,98.2,2.08
2023,Los Angeles Clippers,44.0,38.0,82,113.6,113.1,47.699999999999996,38.1,78.10000000000001,43.2,23.9,14.2,33.4,98.0,0.31
2023,Portland Trail Blazers,33.0,49.0,82,113.4,117.4,47.4,36.5,79.60000000000001,40.5,24.2,14.5,35.3,98.6,-3.96
2023,Brooklyn Nets,45.0,37.0,82,113.4,112.5,48.699999999999996,37.8,80.0,40.5,25.5,13.7,33.8,98.3,1.03
2023,Washington Wizards,35.0,47.0,82,113.2,114.4,48.5,35.6,78.5,43.6,25.4,14.1,31.7,98.6,-1.06
2023,Chicago Bulls,40.0,42.0,82,113.1,111.8,49.0,36.1,80.9,42.4,24.5,13.4,28.9,98.5,1.37
2023,San Antonio Spurs,22.0,60.0,82,113.0,123.1,46.5,34.5,74.3,43.7,27.2,15.3,32.2,101.6,-9.82
2023,Toronto Raptors,41.0,41.0,82,112.9,111.4,45.9,33.5,78.4,43.0,23.9,11.7,32.0,97.1,1.59
2023,Cleveland Cavaliers,51.0,31.0,82,112.3,106.9,48.8,36.7,78.0,41.1,24.9,13.3,31.6,95.7,5.23
2023,Orlando Magic,34.0,48.0,82,111.4,114.0,47.0,34.599999999999994,78.4,43.2,23.2,15.1,31.1,99.3,-2.39
2023,Charlotte Hornets,27.0,55.0,82,111.0,117.2,45.7,33.0,74.9,44.5,25.1,14.2,32.5,100.8,-5.89
2023,Houston Rockets,22.0,60.0,82,110.7,118.6,45.7,32.7,75.4,46.3,22.4,16.2,31.9,99.0,-7.62
2023,Detroit Pistons,17.0,65.0,82,110.3,118.5,45.4,35.099999999999994,77.10000000000001,42.4,23.0,15.1,32.4,99.0,-7.73
2023,Miami Heat,44.0,38.0,82,109.5,109.8,46.0,34.4,83.1,40.6,23.8,13.5,34.8,96.3,-0.13
2024,Indiana Pacers,47.0,35.0,82,123.3,120.2,50.7,37.4,78.2,41.5,30.8,12.9,35.3,101.7,2.75
2024,Boston Celtics,64.0,18.0,82,120.6,109.2,48.699999999999996,38.800000000000004,80.7,46.3,26.9,11.9,42.5,97.2,10.75
2024,Oklahoma City Thunder,57.0,25.0,82,120.1,112.7,49.9,38.9,82.5,42.0,27.1,12.7,34.2,99.8,7.36
